2014,1,1,16,4,2014-01-16,"DFW","HNL",
2014,1,1,17,5,2014-01-17,"DFW","HNL",
2014,1,1,18,6,2014-01-18,"DFW","HNL",
2014,1,1,19,7,2014-01-19,"DFW","HNL",
2014,1,1,20,1,2014-01-20,"DFW","HNL",
2014,1,1,21,2,2014-01-21,"DFW","HNL",
2014,1,1,22,3,2014-01-22,"DFW","HNL",
2014,1,1,23,4,2014-01-23,"DFW","HNL",
2014,1,1,24,5,2014-01-24,"DFW","HNL",
2014,1,1,25,6,2014-01-25,"DFW","HNL",
2014,1,1,26,7,2014-01-26,"DFW","HNL",
2014,1,1,27,1,2014-01-27,"DFW","HNL",
2014,1,1,28,2,2014-01-28,"DFW","HNL",
2014,1,1,29,3,2014-01-29,"DFW","HNL",
2014,1,1,30,4,2014-01-30,"DFW","HNL",
2014,1,1,31,5,2014-01-31,"DFW","HNL",
2014,1,1,1,3,2014-01-01,"OGG","DFW",
2014,1,1,2,4,2014-01-02,"OGG","DFW",
2014,1,1,3,5,2014-01-03,"OGG","DFW",
2014,1,1,4,6,2014-01-04,"OGG","DFW",
2014,1,1,5,7,2014-01-05,"OGG","DFW",
2014,1,1,6,1,2014-01-06,"OGG","DFW",
2014,1,1,7,2,2014-01-07,"OGG","DFW",
2014,1,1,8,3,2014-01-08,"OGG","DFW",
2014,1,1,9,4,2014-01-09,"OGG","DFW",
2014,1,1,10,5,2014-01-10,"OGG","DFW",
2014,1,1,11,6,2014-01-11,"OGG","DFW",
2014,1,1,12,7,2014-01-12,"OGG","DFW",
2014,1,1,13,1,2014-01-13,"OGG","DFW",
2014,1,1,14,2,2014-01-14,"OGG","DFW",
2014,1,1,15,3,2014-01-15,"OGG","DFW",
2014,1,1,16,4,2014-01-16,"OGG","DFW",
2014,1,1,17,5,2014-01-17,"OGG","DFW",
2014,1,1,18,6,2014-01-18,"OGG","DFW",
2014,1,1,19,7,2014-01-19,"OGG","DFW",
2014,1,1,20,1,2014-01-20,"OGG","DFW",
2014,1,1,21,2,2014-01-21,"OGG","DFW",
2014,1,1,22,3,2014-01-22,"OGG","DFW",
2014,1,1,23,4,2014-01-23,"OGG","DFW",
2014,1,1,24,5,2014-01-24,"OGG","DFW",
2014,1,1,25,6,2014-01-25,"OGG","DFW",
2014,1,1,26,7,2014-01-26,"OGG","DFW",
2014,1,1,27,1,2014-01-27,"OGG","DFW",
2014,1,1,28,2,2014-01-28,"OGG","DFW",
2014,1,1,29,3,2014-01-29,"OGG","DFW",
2014,1,1,30,4,2014-01-30,"OGG","DFW",
2014,1,1,31,5,2014-01-31,"OGG","DFW",
