2014,1,1,1,3,2014-01-01,"JFK","LAX",
2014,1,1,2,4,2014-01-02,"JFK","LAX",
2014,1,1,3,5,2014-01-03,"JFK","LAX",
2014,1,1,4,6,2014-01-04,"JFK","LAX",
2014,1,1,5,7,2014-01-05,"JFK","LAX",
2014,1,1,6,1,2014-01-06,"JFK","LAX",
2014,1,1,7,2,2014-01-07,"JFK","LAX",
2014,1,1,8,3,2014-01-08,"JFK","LAX",
2014,1,1,9,4,2014-01-09,"JFK","LAX",
2014,1,1,10,5,2014-01-10,"JFK","LAX",
2014,1,1,11,6,2014-01-11,"JFK","LAX",
2014,1,1,12,7,2014-01-12,"JFK","LAX",
2014,1,1,13,1,2014-01-13,"JFK","LAX",
2014,1,1,14,2,2014-01-14,"JFK","LAX",
2014,1,1,15,3,2014-01-15,"JFK","LAX",
2014,1,1,16,4,2014-01-16,"JFK","LAX",
2014,1,1,17,5,2014-01-17,"JFK","LAX",
2014,1,1,18,6,2014-01-18,"JFK","LAX",
2014,1,1,19,7,2014-01-19,"JFK","LAX",
2014,1,1,20,1,2014-01-20,"JFK","LAX",
2014,1,1,21,2,2014-01-21,"JFK","LAX",
2014,1,1,22,3,2014-01-22,"JFK","LAX",
2014,1,1,23,4,2014-01-23,"JFK","LAX",
2014,1,1,24,5,2014-01-24,"JFK","LAX",
2014,1,1,25,6,2014-01-25,"JFK","LAX",
2014,1,1,26,7,2014-01-26,"JFK","LAX",
2014,1,1,27,1,2014-01-27,"JFK","LAX",
2014,1,1,28,2,2014-01-28,"JFK","LAX",
2014,1,1,29,3,2014-01-29,"JFK","LAX",
2014,1,1,30,4,2014-01-30,"JFK","LAX",
2014,1,1,31,5,2014-01-31,"JFK","LAX",
2014,1,1,1,3,2014-01-01,"JFK","LAX",
2014,1,1,2,4,2014-01-02,"JFK","LAX",
2014,1,1,3,5,2014-01-03,"JFK","LAX",
2014,1,1,4,6,2014-01-04,"JFK","LAX",
2014,1,1,5,7,2014-01-05,"JFK","LAX",
2014,1,1,6,1,2014-01-06,"JFK","LAX",
2014,1,1,7,2,2014-01-07,"JFK","LAX",
2014,1,1,8,3,2014-01-08,"JFK","LAX",
2014,1,1,9,4,2014-01-09,"JFK","LAX",
2014,1,1,10,5,2014-01-10,"JFK","LAX",
2014,1,1,11,6,2014-01-11,"JFK","LAX",
2014,1,1,12,7,2014-01-12,"JFK","LAX",
2014,1,1,13,1,2014-01-13,"JFK","LAX",
2014,1,1,14,2,2014-01-14,"JFK","LAX",
2014,1,1,15,3,2014-01-15,"JFK","LAX",
2014,1,1,16,4,2014-01-16,"JFK","LAX",
2014,1,1,17,5,2014-01-17,"JFK","LAX",
2014,1,1,18,6,2014-01-18,"JFK","LAX",
2014,1,1,19,7,2014-01-19,"JFK","LAX",
2014,1,1,20,1,2014-01-20,"JFK","LAX",
2014,1,1,21,2,2014-01-21,"JFK","LAX",
2014,1,1,22,3,2014-01-22,"JFK","LAX",
2014,1,1,23,4,2014-01-23,"JFK","LAX",
2014,1,1,24,5,2014-01-24,"JFK","LAX",
2014,1,1,25,6,2014-01-25,"JFK","LAX",
2014,1,1,26,7,2014-01-26,"JFK","LAX",
2014,1,1,27,1,2014-01-27,"JFK","LAX",
2014,1,1,28,2,2014-01-28,"JFK","LAX",
2014,1,1,29,3,2014-01-29,"JFK","LAX",
2014,1,1,30,4,2014-01-30,"JFK","LAX",
2014,1,1,31,5,2014-01-31,"JFK","LAX",
2014,1,1,2,4,2014-01-02,"LAX","JFK",
2014,1,1,3,5,2014-01-03,"LAX","JFK",
2014,1,1,5,7,2014-01-05,"LAX","JFK",
2014,1,1,6,1,2014-01-06,"LAX","JFK",
2014,1,1,7,2,2014-01-07,"LAX","JFK",
2014,1,1,8,3,2014-01-08,"LAX","JFK",
2014,1,1,9,4,2014-01-09,"LAX","JFK",
2014,1,1,10,5,2014-01-10,"LAX","JFK",
2014,1,1,12,7,2014-01-12,"LAX","JFK",
2014,1,1,13,1,2014-01-13,"LAX","JFK",
2014,1,1,14,2,2014-01-14,"LAX","JFK",
2014,1,1,15,3,2014-01-15,"LAX","JFK",
2014,1,1,16,4,2014-01-16,"LAX","JFK",
2014,1,1,17,5,2014-01-17,"LAX","JFK",
2014,1,1,19,7,2014-01-19,"LAX","JFK",
2014,1,1,20,1,2014-01-20,"LAX","JFK",
2014,1,1,21,2,2014-01-21,"LAX","JFK",
2014,1,1,22,3,2014-01-22,"LAX","JFK",
2014,1,1,23,4,2014-01-23,"LAX","JFK",
2014,1,1,24,5,2014-01-24,"LAX","JFK",
2014,1,1,26,7,2014-01-26,"LAX","JFK",
2014,1,1,27,1,2014-01-27,"LAX","JFK",
2014,1,1,28,2,2014-01-28,"LAX","JFK",
2014,1,1,29,3,2014-01-29,"LAX","JFK",
2014,1,1,30,4,2014-01-30,"LAX","JFK",
2014,1,1,31,5,2014-01-31,"LAX","JFK",
2014,1,1,1,3,2014-01-01,"DFW","HNL",
2014,1,1,2,4,2014-01-02,"DFW","HNL",
2014,1,1,3,5,2014-01-03,"DFW","HNL",
2014,1,1,4,6,2014-01-04,"DFW","HNL",
2014,1,1,5,7,2014-01-05,"DFW","HNL",
2014,1,1,6,1,2014-01-06,"DFW","HNL",
2014,1,1,7,2,2014-01-07,"DFW","HNL",
2014,1,1,8,3,2014-01-08,"DFW","HNL",
2014,1,1,9,4,2014-01-09,"DFW","HNL",
2014,1,1,10,5,2014-01-10,"DFW","HNL",
2014,1,1,11,6,2014-01-11,"DFW","HNL",
2014,1,1,12,7,2014-01-12,"DFW","HNL",
2014,1,1,13,1,2014-01-13,"DFW","HNL",
2014,1,1,14,2,2014-01-14,"DFW","HNL",
2014,1,1,15,3,2014-01-15,"DFW","HNL",
